topic_id;name;uri
676;Pulp_and_paper_industry;http://dbpedia.org/resource/Category:Pulp_and_paper_industry
678;Elastomers;http://dbpedia.org/resource/Category:Elastomers
681;Measuring_instruments;http://dbpedia.org/resource/Category:Measuring_instruments
682;Blacksmiths;http://dbpedia.org/resource/Category:Blacksmiths
683;Household_hardware;http://dbpedia.org/resource/Category:Household_hardware
688;Packaging;http://dbpedia.org/resource/Category:Packaging
694;Carpentry;http://dbpedia.org/resource/Category:Carpentry
697;Ventilation;http://dbpedia.org/resource/Category:Ventilation
711;Urban_planning;http://dbpedia.org/resource/Category:Urban_planning
712;Landscape_architecture;http://dbpedia.org/resource/Category:Landscape_architecture
714;Garden_features;http://dbpedia.org/resource/Category:Garden_features
736;Stonemasonry;http://dbpedia.org/resource/Category:Stonemasonry
736;Carving;http://dbpedia.org/resource/Category:Carving
737;Seals_(insignia);http://dbpedia.org/resource/Category:Seals_(insignia)
737;Numismatics;http://dbpedia.org/resource/Category:Numismatics
738;Ceramic_art;http://dbpedia.org/resource/Category:Ceramic_art
747;Interior_design;http://dbpedia.org/resource/Category:Interior_design
749;Furniture;http://dbpedia.org/resource/Category:Furniture
760;Printmaking;http://dbpedia.org/resource/Category:Printmaking
761;Relief_printing;http://dbpedia.org/resource/Category:Relief_printing
764;Screen_printing;http://dbpedia.org/resource/Category:Screen_printing
765;Engraving;http://dbpedia.org/resource/Category:Engraving
767;Etching;http://dbpedia.org/resource/Category:Etching
